Anonymized Message,Valence1,Valence2,Arousal1,Arousal2
JIMI HENDRIX NEVER DIED GOD TOOK HIM TO HEAVEN TO TEACH TO PLAY GUITAR,6,7,4,8
"With so many records broken in one Daytona, it only makes sense for the winner to be historical as well. Awesome freakin' finish, huge congrats to Trevor Bayne! Just awesome!",6,7,6,5
Is Not really up for it today.,4,4,2,3
what a blessed night thank you all for coming betufill double ritual night again thank you to all who came,6,7,3,4
Oftn usd to say ma momm tat i vud neva miss her .. Bt 2dae am missin her .. 2 mch ... Luv u mom .. !!,6,3,5,6
I think I have to go back to work tomorrow.,5,5,1,1
Just about time to roll for FNM with White Eldrazi. We'll see how she plays.,5,5,2,1
Movie with the pops. Stoked.,6,6,4,2
im freakin bored somebody suggest something to do other than come up  with different ways to kill myself,4,4,3,3
iz very tired...................,4,5,2,3
poppin' champagne,6,5,3,1
Today I am thankful that I live in a world were technology is so advanced and options are so great that almost anything is possible!  I also like that I have been able to watch and be part of this technological revolution moving from a bag phone up to seeing this droid that is just to cool!,6,8,4,6
is gonna die of lack of sleep one day.,4,5,2,1
Merry Christmas Everybody... Getting ready for 2010 its on its way... :-),6,7,4,4
will not be traveling outside of a three mile radius of my apartment with my mother ever again.,4,4,3,2
Interview for Nashville fire department! Pray that I do well.,6,6,5,5
Goodluck guys!...,7,6,6,5
i still cant belive that im going to go for my permit tommarow.,6,5,5,3
"We only live once .. but if we live it right, once is enough :)",6,7,4,3
Today has been long but productive.  I think I will relax in the jacuzzi and then jump into bed.  The best part of every day must be the end.,6,6,3,2
is thinking that maybe agreeing to another shift after a full 12-hour night shift may have been a bad idea...even if it is only 2 hours this time! I can sleep in about 4 hours :),6,6,3,4
<PERSON> is going insane!,5,5,5,5
"I need Chicken in Farmville, Please HELP HELP HELP!",4,4,6,7
Who hasn't seen the Schroderhuis yet? Join me in shame! Audiotour tomorrow at 3 or 4.,5,5,5,3
lil mans movin around so much i feel like im havin ticks.....,4,5,3,3
just finished watching platoon. Definitely not recommended for those with a weak stomach.,4,5,3,1
Meh,4,5,1,2
On my way to Toowoomba!!!!! Woohoo....... Now the wait at the airport for me ruddy plane stuff!,6,7,8,8
Bored...cant wait for <PERSON> ta come over so that i have someone ta talk to...really need ta talk ta someone,4,3,1,3
woching NFL :) HD tv allmost makes up for not haveing foxtel eny more,6,6,4,4
curses im too gulible. (wtf. i just curses....),4,4,3,3
time to get rdy for work T_T 2-10 i cant do anything with my day,4,4,3,1
Just got back from camping. :],6,6,4,4
tryouts 2day!!! im so excited,7,7,7,7
awwwwwwww the cowboys r losing...........stupid vikings,4,3,4,4
missed!,5,5,5,5
ha sucks fer trevor,4,5,4,3
I HAVE NO MORE HAIR I WILL POST a pic later so im going to get ready and see what I got in store for me today peace,5,5,4,3
"Last night was amazing! Not only did I see Anthony Rapp and Adam Pascal's LAST performance of RENT, but we also ended the night at 3 Fires Lounge were the whole cast was celebrating!",7,8,7,6
"Weeded, tilled, weeded some more, composting, and fixing to till some more.",5,5,2,1
Thanks for all the B day wishes!!,7,7,6,4
Thinks waking up at 6:00 is punishment from god,4,4,2,3
A minute of action is equal to an infinite amount of prayer.,5,5,2,1
a magical/super power i'd like to have would be able to see auras and other psycic powers. How awesome would life be if i had those abilities.,6,5,3,1
after living a certain way for so long can someone truly change who they are?,5,5,2,1
feels gud to be back on fb.. all my frenz r here/ missd u all,6,7,2,3
i dont know what to wrtie in the box,5,5,1,1
"dam fresh memories....that shit was too funny cuzin! man i had a ball wit you and kinfolks!lmao! dont trip, im comin in december fa sho. i know ms.mom gonna be feastin around that time too... oh im there! and this time maybe we can make it to your pad!lmao! love you cuzo.peace",7,9,6,6
yawwwwwwn nite people.............. cant wait o chant with Hiroko! it will be good!,6,7,5,6
"Baby polar bear goes to his mother and asks, am i a real polar bear?\  \""yes of course. Why do you ask?\""  the baby replies""",5,5,3,1
YAYERH!,5,5,6,8
Today was the first day of my vacation. I have been laying around all day..This is the life.,6,7,2,3
"I wonder why we go to school if education is knowledge, knowledge is power, power corrupts, corruption leads to crime and crime doesn't pay?",4,4,3,3
bowlingg today <3 hopefully i'll get higher than a 61 :-P,5,6,4,4
Is it illegal to throw rocks at endangered species?,5,5,3,1
Mustard Man! Woo Woo Bow Down! A shout out for all those who know what mustard man does.,6,7,5,6
"if you can't make my life a little easier, which i fully deserve, i will have to make yours a little harder, which you also fully deserve.",4,3,3,4
:-)  just gotta get through the weekend.  :-),6,7,4,4
i just want to tell everyone thank u so much for all the birthday wishes,6,7,3,3
high tea!!! =),6,8,6,7
I miss the sun.,4,4,2,1
thx everyone for de wishes tc and be hapi alwayszzz...,6,7,3,3
Man...Ilove <PERSON> so much young...coming home tomar,5,7,3,2
Happy Birthday to Me!!,6,7,5,5
:'(,3,2,3,5
24th birthday is now officially: BEST BIRTHDAY EVER,7,9,5,7
fell victim to a birthday prank!!!  Im gonna git you guys!!!!!!,5,7,7,9
My own issues won't hinder me from being warmhearted!,6,7,6,4
my last card...,5,5,1,2
"Somebody pull up the walker- I think I'm ready for a home\ :)\""""",6,6,3,3
ALLLLLLLLloooooooooooooo,5,5,6,5
Shades of Grey,5,5,1,1
"Ok, so if you watch the news on channel 33 out of dallas at 9:37 PM you just say a picture of <PERSON>. SHE IS FAMOUS!! lol.",6,5,5,4
Does anyone have Graduation pictures that I can use for the new I Have a Dream website??  Must be with your cap and gown!!!  NEED RIGHT NOW!!!  Like in the next hour--before 5pm.  Thanks!!!,6,5,6,8
Who watched the video,5,5,1,1
And in the end,5,5,1,1
"Thank you for all the birthday wishes, I had a great birthday",6,7,4,1
England Who  : ),6,6,3,3
live love laugh think sleep work  and then die .........:P,5,6,3,4
Life is made unfair for you to live it fair...do u agree?,4,5,2,3
fun night out! excited for tomorrow!,7,7,6,5
"NY has definitively a special kind of energy - making you tired, but making you want more of your life, and thinking it's possible.",6,6,3,1
"Had a rough weekend so far-ran over a thing of paint in the Brinker parking garage and now have a part YELLOW car! A/C went out yesterday, it was the motor,it just got fixed about an hour ago.  Tabby had a crappy softball practice the coach has a lot of family on the team so they aren't being too fair, this mom's tongue should def be bleeding as much as I bit it today!  It's gonna get better though,thinking positive!",4,4,4,5
I think I've been converted... I'm officially a GLEEK!,6,6,6,5
For many years millions of people have been trusting the mainstream media to releav their pain and suffering caused by........thinking about stuff!,5,5,5,4
can never be on time for anything!,4,4,5,5
Why do creepy old men that I don't know insist on adding me as a friend?,4,3,4,4
eh get to go to aso... so tired... idk if ill make it through,4,4,2,3
Sunday Night Football BABY!!!! GO GREEN BAY!!! THEY ARE GOING TO STOMP ALL OVER THE BEARS WOOT WOOT!!!!,6,9,8,9
Man its a beautiful day think im gonna go for a drive... dont know where and dont know how long... T tops will be off and music will be a blastin thats for sure!,7,8,6,4
yaar mer a mobile no milana thaa i have very long emergency duties nowadays,5,5,2,1
"is dead-scared yet smiley after a face-to-face meeting with Emma... cute lil'one, she is...",5,6,3,3
time to oil my roadie...,5,5,1,2
survived another weekend of work....more to come i guess!!,6,5,5,6
Pa choww.. Bexstar's birthday party shall be great!,6,6,6,5
Life is one big mess to me. When will I ever learn how to figure it out.,4,1,2,3
"thank you all for your wonderfull sentiments it meant alot, never in my life do i remeber gettig so many greetings it was nice. i had a wonderfull day and a wonderfull time at my moms and i lit up her path to the barns this year, NO MORE FLASHLIGHTS YEA!!  and my horse has lights too she scared of the storms up here for some strange reason. i love my mama",7,9,5,4
YAY!!! I GOT MY PASS BACK!!!,7,8,8,9
yipeeeee !,7,7,7,6
"Everybody hates me now, so fuck it,	I'm not afraid to cry, but that's none of your business!	Whose life is it? Get it? See it? Feel it? Eat it?	Spin it around so I can spit in it's face.	I wanna leave without a trace,	'Cause I don't wanna die in this place!",3,1,4,6
4 dollars and a ham sandwich!! -Anonymous professor,5,5,2,6
If anyones interested im selling my ps3 eye toy camara for $20 or $25 so yeah. just comment if you want to buy one cause ive got 3 and i need to sell 2.,5,5,1,1
Why am I the only one who doesn't know how to upload pics from my phone to facebook?? Gotta figure this out...maybe its this damn palm centro I have!,5,4,4,5
is sick dammit,4,4,2,2
I'm excited to have just purchased a bunch of new workout clothes! Wo-HOO! There's no better motivation in my book!,7,7,5,6
OMG 2010 creeping up,5,5,3,4
Having fun with my sis and Halloween oreos.,6,6,2,1
Championship Or Nothing-Los Angeles Lakers,5,5,3,3
"less than 4 hours til the Big Day\!!!!!!!!\""""",6,7,8,8
My Michele..life would suck without her...,6,6,3,3
Thanks again everyone,6,6,1,1
The photos rock! Thanks Fiona! * Hugs *,7,7,5,5
"little bit drained, alittle bit pumped... but mostly ready to crawl under the sheets!!! FUN??",6,6,6,7
"When we react to life from the head without joining forces with the heart, it can lead us into childish, inelegant behavior that we don't respect in ourselves. If we get the head in sync with the heart first, we have the power of their teamwork working for us and we can make the changes we know we need to make.",6,6,2,3
Mondays are murder,4,4,1,3
tomorrow: birthday <3. sunday: singles awareness day :). monday: practice :/. text me?.,5,7,3,5
"says: Life is Music, Play it LOUDER",5,6,3,3
"I am SO tired of family drama.  It seems like the older you get, the more convinced you are of the right to act like a total asshole.",3,3,4,3
"..morning everyone!mwuahh...sleep nah q,.,open p q 8am..^.^",6,5,2,5
Its hard to be optimistic when it feels like the world is against you... ALL I WANT IS A FUCKING CAR!,4,3,7,7
"JUST SO I UNDERSTAND THIS... YOU PASS THE NORTH KOREAN BORDER ILLEGALLY YOU GET 12 YRS. HARD LABOR, YOU PASS THE AFGHAN BORDER ILLEGALLY YOU GET SHOT. YOU PASS THE AMERICAN BORDER ILLEGALLY YOU GET A JOB, DRIVER'S LICENSE, ALLOWANCE FOR A PLACE TO LIVE, HEALTH CARE, EDUCATION, BILLIONS OF DOLLARS SPENT SO YOU CAN READ A DOCUMENT. WE CARRY PASSPORTS IN OTHER COUNTRIES OR FACE JAIL TIME. REPOST THIS IF YOU AGREE",4,2,5,3
"I hate this kind of status, but...I'm at work all day. So txt and I'll get back to you asap :) haha ewwww I did it, I caved to the FB monster!",5,7,5,5
ON OUR WAY TO FLORIDA,5,7,6,6
would like to say a huge thankyou for all the lovely birthday wishes. i had a lovely relaxed day now i am getting old this is all my body can take.,7,7,3,3
"Yes everyone i am alive!! I am OKAY i just don't have a phone still so i haven't been able to keep in contact with everybody. Had fun on Halloween Nevaeh was a little kitty cat, i'll have pics up soon",6,6,6,4
Sibling war! It's on!!! Copy and paste this if you are the sibling who spends way to much time on facebook!!!!!!!!!,5,5,6,8
is so glad to be home from work.Merry Christmas to all.,7,7,4,1
cant wait going to buy my new truck tomarro,6,7,4,3
"I am a jack of all trades, yet master of none.",4,5,2,1
"The scripture says, No one who believes in him will be put to shame.\\""""",4,6,1,3
It's too cold out here for baseball today.  Why me?,4,4,2,2
"I hurt ma foot evry1!!! :( me sad, haha not really! XOXOX",5,7,4,8
thinks Facebook is kinda fun,6,6,2,1
in love with Aida.,6,8,2,1
Just uploaded a mass of weird pics lol I'm wondering what you think of em!,6,6,5,4
"HELLO FB friends virus spreading like wildfire,	it is a trojan virus worm CALLED Koobface. It will steal your information,	attacking your computer andshut it down! and Do not open the link 	(Obama Clinton Scandal), and if SMARTGRRRL15\ add you as a friend""",4,5,4,3
